Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Automation Test Key),Custom field (Branch),Custom field (Build Version),Custom field (Component/s),Custom field (Defects),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Fix Version/s),Custom field (Flagged),Custom field (HH Options),Custom field (Location),Custom field (Original story points),Custom field (Parent Link),Custom field (Preconditions),Custom field (QA person),Custom field (Rank),Custom field (Requirement),Sprint,Custom field (Steps),Custom field (Steps Progress),Custom field (Story Points),Custom field (TC Group),Custom field (TC Group Name),Custom field (TC Status),Custom field (TC Template),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Plan Iteration),Custom field (Version 1.0),Custom field (Version app),Custom field (Work Price),Comment
"Перевірити, що після збереження списку файл створюється на диску у вказаному користувачом місці",TESPG177-566,190246,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:43 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує створений список

*Steps to Reproduce:*
# Виконати збереження списку (наприклад, через меню або Ctrl+S)
# Обрати конкретне місце на диску
# Підтвердити збереження
# Перейти до обраної директорії на диску

*Expected Result:*
Файл списку створюється у вказаному користувачем місці на диску. ",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:42 PM;b.kotkov_g177;зображення_2026-04-09_204213398.png;https://bt.qacloud.cc/secure/attachment/117857/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_204213398.png","09/Apr/26 9:43 PM;b.kotkov_g177;зображення_2026-04-09_204343834.png;https://bt.qacloud.cc/secure/attachment/117856/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_204343834.png",,,,,,,,,,,,,,,,,,,"1|i0ge1x:",,,,,,,,,,,,,,,,,
"Перевірити, що після створення нового запису і збереження файлу, список доступний для подальшої роботи",TESPG177-565,190245,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:37 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує створений список

*Steps to Reproduce:*
# Додати новий елемент до списку через “Add to List” або ENTER
# Виконати збереження файлу (наприклад, через меню або Ctrl+S)
# Продовжити роботу зі списком (перегляд, додавання нових елементів)

*Expected Result:*
Після збереження файл доступний для подальшої роботи. Список зберігається і може бути використаний без втрати даних.
",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:35 PM;b.kotkov_g177;зображення_2026-04-09_203525540.png;https://bt.qacloud.cc/secure/attachment/117855/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_203525540.png","09/Apr/26 9:36 PM;b.kotkov_g177;зображення_2026-04-09_203602721.png;https://bt.qacloud.cc/secure/attachment/117854/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_203602721.png","09/Apr/26 9:37 PM;b.kotkov_g177;зображення_2026-04-09_203714946.png;https://bt.qacloud.cc/secure/attachment/117853/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_203714946.png",,,,,,,,,,,,,,,,,,"1|i0ge1p:",,,,,,,,,,,,,,,,,
"Перевірити, що створення списку не призводить до помилки або аварійного завершення програми",TESPG177-563,190243,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:29 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Обрано режим роботи

*Steps to Reproduce:*
# Ввести коректні дані відповідно до обраного режиму
# Натиснути “Add to List” або ENTER
# Повторити додавання кілька разів
# Зберегти файл на диску
# Ввести коректні дані відповідно до обраного режиму
# Натиснути “Add to List” або ENTER
# Повторити додавання кілька разів

*Expected Result:*
Список створюється без помилок. Програма не завершується аварійно під час створення списку.
",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:27 PM;b.kotkov_g177;зображення_2026-04-09_202727045.png;https://bt.qacloud.cc/secure/attachment/117852/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_202727045.png","09/Apr/26 9:28 PM;b.kotkov_g177;зображення_2026-04-09_202802163.png;https://bt.qacloud.cc/secure/attachment/117851/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_202802163.png",,,,,,,,,,,,,,,,,,,"1|i0ge19:",,,,,,,,,,,,,,,,,
Перевірити можливість збереження списку у файл на диску,TESPG177-562,190242,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:21 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує створений список

*Steps to Reproduce:*
# Створити або відкрити список
# Викликати команду збереження (наприклад, через меню або Ctrl+S)
# Обрати місце збереження на диску
# Підтвердити збереження

*Expected Result:*
Список зберігається у файл на диску.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:20 PM;b.kotkov_g177;зображення_2026-04-09_202041407.png;https://bt.qacloud.cc/secure/attachment/117850/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_202041407.png","09/Apr/26 9:21 PM;b.kotkov_g177;зображення_2026-04-09_202126480.png;https://bt.qacloud.cc/secure/attachment/117849/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_202126480.png",,,,,,,,,,,,,,,,,,,"1|i0ge11:",,,,,,,,,,,,,,,,,
Перевірити можливість модифікації відображення списку за допомогою сортування,TESPG177-561,190241,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Trivial,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 9:10 PM,11/Apr/26 1:20 AM,12/Sep/26 10:11 PM,11/Apr/26 1:20 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує список із кількома елементами
# Обрано режим роботи

*Steps to Reproduce:*
# Додати кілька елементів до списку
# Обрати option button “Ascending”
# Перевірити порядок елементів у списку
# Обрати option button “Descending”
# Перевірити порядок елементів у списку

*Expected Result:*
Список сортується відповідно до обраного порядку: за зростанням (Ascending) або за спаданням (Descending).",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 9:10 PM;b.kotkov_g177;зображення_2026-04-09_201006581.png;https://bt.qacloud.cc/secure/attachment/117848/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_201006581.png","09/Apr/26 9:10 PM;b.kotkov_g177;зображення_2026-04-09_201036043.png;https://bt.qacloud.cc/secure/attachment/117847/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_201036043.png",,,,,,,,,,,,,,,,,,,"1|i0ge0t:",,,,,,,,,,,,,,,,,
Перевірити можливість скасування останньої зміни списку через Undo,TESPG177-559,190239,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:56 PM,11/Apr/26 1:19 AM,12/Sep/26 10:11 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Існує створений список
# Виконано хоча б одну зміну списку (наприклад, додано елемент)

*Steps to Reproduce:*
# Додати новий елемент до списку через “Add to List” або ENTER
# В меню “Edit” обрати команду “Undo” або використати Ctrl+Z

*Expected Result:*
Остання дія скасовується. Список повертається до попереднього стану",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:54 PM;b.kotkov_g177;зображення_2026-04-09_195426970.png;https://bt.qacloud.cc/secure/attachment/117846/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_195426970.png","09/Apr/26 8:54 PM;b.kotkov_g177;зображення_2026-04-09_195451020.png;https://bt.qacloud.cc/secure/attachment/117845/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_195451020.png","09/Apr/26 8:56 PM;b.kotkov_g177;зображення_2026-04-09_195559334.png;https://bt.qacloud.cc/secure/attachment/117844/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_195559334.png",,,,,,,,,,,,,,,,,,"1|i0ge0d:",,,,,,,,,,,,,,,,,
Перевірка можливості модифікації списку шляхом додавання кількох елементів,TESPG177-557,190237,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:50 PM,11/Apr/26 1:19 AM,09/Sep/26 12:53 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
 # Додаток List Boxer 1.98 запущений
 # Існує створений список
 # Обрано режим роботи

*Steps to Reproduce:*
 # Переконатися, що список вже містить хоча б один елемент
 # Ввести значення у поле вводу відповідно до обраного режиму
 # Натиснути “Add to List” або ENTER
 # Повторити попередні кроки для додавання кількох різних значень

*Expected Result:*
Усі введені елементи додаються до списку. Список модифікується шляхом додавання кількох елементів без помилок.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:49 PM;b.kotkov_g177;зображення_2026-04-09_194938095.png;https://bt.qacloud.cc/secure/attachment/117843/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_194938095.png",,,,,,,,,,,,,,,,,,,,"1|i0gdzx:",,,,,,,,,,,,,,,,,
Перевірити можливість модифікації списку шляхом додавання нового елемента,TESPG177-556,190236,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:36 PM,11/Apr/26 1:19 AM,12/Sep/26 10:11 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений
# Обрано режим роботи (Alphabetical / Numerical)
# Існує створений список

*Steps to Reproduce:*
# Переконатися, що список вже містить хоча б один елемент.
# Ввести нове значення у поле вводу відповідно до обраного режиму.
# Натиснути кнопку “Add to List” або клавішу ENTER.

*Expected Result:*
Новий елемент додається до існуючого списку. Список успішно модифікується шляхом додавання нового рядка.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:35 PM;b.kotkov_g177;зображення_2026-04-09_193524719.png;https://bt.qacloud.cc/secure/attachment/117842/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_193524719.png","09/Apr/26 8:36 PM;b.kotkov_g177;зображення_2026-04-09_193606946.png;https://bt.qacloud.cc/secure/attachment/117841/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_193606946.png",,,,,,,,,,,,,,,,,,,"1|i0gdzp:",,,,,,,,,,,,,,,,,
"Перевірити, що створення списку не призводить до помилки або аварійного завершення програми",TESPG177-555,190235,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:29 PM,11/Apr/26 1:19 AM,12/Sep/26 10:11 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений. 
# Режим роботи обрано (Alphabetic / Numeric / змішаний).

*Steps to Reproduce:*
# Ввести коректні дані відповідно до обраного режиму. 
# Натиснути кнопку “Add to List” або клавішу ENTER. 
# Повторити додавання кілька разів.

*Expected Result:*
Додаток працює стабільно. Список створюється та поповнюється без помилок і без аварійного завершення програми.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:29 PM;b.kotkov_g177;зображення_2026-04-09_192908006.png;https://bt.qacloud.cc/secure/attachment/117840/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_192908006.png",,,,,,,,,,,,,,,,,,,,"1|i0gdzh:",,,,,,,,,,,,,,,,,
Перевірити можливість свторення цифрового списку,TESPG177-553,190233,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:16 PM,11/Apr/26 1:19 AM,12/Sep/26 10:11 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений. 
# Активовано режим Numeric.

*Steps to Reproduce:*
# Ввести у поле вводу числове значення (в діапазоні 0–9999). 
# Натиснути кнопку “Add to List” або клавішу ENTER.

*Expected Result:*
Створюється цифровий список. У список додаються лише числові значення. Введення літер або інших символів не допускається.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:21 PM;b.kotkov_g177;зображення_2026-04-09_192117495.png;https://bt.qacloud.cc/secure/attachment/117839/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_192117495.png",,,,,,,,,,,,,,,,,,,,"1|i0gdz1:",,,,,,,,,,,,,,,,,
Перевірити можливість створення алфавітного списку,TESPG177-552,190232,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:13 PM,11/Apr/26 1:19 AM,12/Sep/26 10:11 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений. 
# Активовано режим Alphabetic.

*Steps to Reproduce:*
# Ввести у поле вводу літерні значення (латиниця, верхній або нижній регістр, довжина 1–8 символів). 
# Натиснути кнопку “Add to List” або клавішу ENTER.

*Expected Result:*
Створюється алфавітний список. У список додаються лише літерні значення (латиниця, довжина 1–8 символів). Введення інших символів не допускається.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:14 PM;b.kotkov_g177;зображення_2026-04-09_191419917.png;https://bt.qacloud.cc/secure/attachment/117838/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_191419917.png",,,,,,,,,,,,,,,,,,,,"1|i0gdyt:",,,,,,,,,,,,,,,,,
Перевірити можливість створення універсального алфавітно-цифрового списку,TESPG177-550,190230,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 8:05 PM,11/Apr/26 1:19 AM,12/Sep/26 10:11 PM,11/Apr/26 1:19 AM,,,,,0,,"*Preconditions:*
# Додаток List Boxer 1.98 запущений.
# Активовано режими Alphabetic та Numeric одночасно.

*Steps to Reproduce:*
# Ввести у поле вводу алфавітно-цифрове значення (літери латиниці та цифри в діапазоні 0–9999).
# Натиснути кнопку “Add to List” або клавішу ENTER.

*Expected Result:*
Створюється універсальний алфавітно-цифровий список. У список додаються значення, що містять літери (верхній/нижній регістр) та цифри (0–9999).",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 8:05 PM;b.kotkov_g177;зображення_2026-04-09_190506300.png;https://bt.qacloud.cc/secure/attachment/117837/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_190506300.png",,,,,,,,,,,,,,,,,,,,"1|i0gdyd:",,,,,,,,,,,,,,,,,
Перевірити можливість створення нового списку в додатку,TESPG177-545,190225,Test Case,Done,TESPG177,Test_Project_G177,software,nboboshko,,,Major,Done,,b.kotkov_g177,b.kotkov_g177,09/Apr/26 7:52 PM,11/Apr/26 1:18 AM,09/Sep/26 1:04 PM,11/Apr/26 1:18 AM,,,,,0,,"*Preconditions:*
# Завантажити ListBoxer 1.98
# Додаток ListBoxer 1.98 запущений

*Steps to Reproduce:*
# Створити новий список шляхом введення валідних даних у поле вводу.
# Натиснути кнопку ""Add to List"" або клавішу ENTER на клавіатурі

*Expected Result:*
Новий список може бути створений у додатку. Інформація додається до списку. Згідно з вимогами, програма повинна створювати універсальні алфавітно-цифрові списки, а додавання рядка в список виконується через “Add to List” або клавішу ENTER.",,b.kotkov_g177,,,,,,,,,,TESPG177-493,"09/Apr/26 7:52 PM;b.kotkov_g177;зображення_2026-04-09_185219638.png;https://bt.qacloud.cc/secure/attachment/117836/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_2026-04-09_185219638.png",,,,,,,,,,,,,,,,,,,,"1|i0gdxh:",,,,,,,,,,,,,,,,,
